length LML
1.34629120178 -138.393872607
2.87052601047 -144.085241744
6.12045860945 -170.030541611
13.0498777762 -182.467194373
27.8245995669 -171.288395957
59.3268653036 -161.765414687
126.495151828 -158.662425719
269.709571776 -154.395935959
575.067518848 -149.660775543
1226.14354788 -145.85482449
