length LML
1.34629120178 -258.335092919
2.87052601047 -264.007074111
6.12045860945 -282.33822354
13.0498777762 -288.056121243
27.8245995669 -280.588097401
59.3268653036 -273.111602404
126.495151828 -267.996867426
269.709571776 -266.417915777
575.067518848 -264.295278262
1226.14354788 -262.542968421
