length LML
1.34629120178 -258.335093022
2.87052601047 -264.00707465
6.12045860945 -294.379592927
13.0498777762 -305.092610859
27.8245995669 -289.721848227
59.3268653036 -277.222753407
126.495151828 -268.000900164
269.709571776 -266.418158982
575.067518848 -264.295276406
1226.14354788 -265.753309165
