length LML
1.34629120178 -149.721912074
2.87052601047 -159.695356981
6.12045860945 -192.546503118
13.0498777762 -217.639148189
27.8245995669 -208.335875761
59.3268653036 -189.571407533
126.495151828 -179.79193474
269.709571776 -172.132698336
575.067518848 -166.740834346
1226.14354788 -163.038335149
