length LML
1.76776695297 -22.9131029338
3.64088673912 -34.2729384075
7.49875781129 -82.1669045351
15.444415809 -99.0034436684
31.8092657055 -94.8128911987
65.5142542935 -79.4936597307
134.932932919 -65.5529275943
277.907404768 -47.6444748417
572.377135473 -35.1777824681
1178.86598051 -31.8023806839
