132.5,3.5
241.5,3.5
89.0,9.5
157.5,6.5
300.5,8.0
348.0,5.0
406.0,5.5
113.0,7.0
250.0,6.0
373.5,4.0
134.5,8.5
146.0,8.0
218.0,5.0
336.0,8.5
437.5,8.0
444.5,8.5
47.0,9.5
64.5,6.5
68.5,12.5
204.5,9.0
80.0,11.0
221.5,8.0
413.5,12.5
322.5,13.5
379.5,10.0
210.5,11.5
312.5,14.5
342.5,16.5
361.5,15.5
404.0,15.0
14.0,12.0
181.0,16.0
386.5,18.5
37.0,16.5
197.0,15.5
109.5,17.0
246.5,17.0
423.0,13.0
173.5,17.0
141.5,16.0
378.5,22.0
120.0,19.5
129.5,19.0
351.5,18.5
424.0,21.5
435.0,25.5
53.0,18.0
158.0,22.0
368.0,17.5
27.0,17.5
100.5,19.0
16.5,22.0
225.5,24.5
405.5,26.5
415.5,22.0
392.5,23.5
165.0,22.5
141.5,27.0
209.5,26.0
100.0,29.5
27.0,30.0
63.0,25.0
409.5,25.0
345.5,33.5
423.5,29.0
429.5,31.5
57.5,33.5
93.0,31.0
118.0,29.0
260.5,32.5
356.5,33.5
240.0,30.5
365.0,29.0
378.0,32.0
40.5,33.5
396.0,32.5
422.5,33.0
115.0,39.5
127.5,35.5
160.0,33.5
168.0,38.0
219.5,32.0
253.0,34.0
182.5,31.5
414.0,35.5
106.0,36.5
15.5,35.0
49.5,36.5
139.0,38.5
196.0,35.0
205.5,38.0
297.0,38.0
264.0,35.0
218.0,39.5
233.5,44.5
28.5,40.0
348.5,41.5
407.5,39.5
5.5,41.5
144.0,41.0
311.0,42.0
375.0,39.5
64.5,42.0
363.0,46.5
166.0,43.5
82.5,45.5
156.5,42.5
220.0,47.0
307.0,41.5
394.0,46.0
423.0,44.5
40.5,46.0
176.0,42.0
408.0,48.0
28.5,48.0
91.0,42.0
103.0,43.0
257.0,45.5
270.5,48.0
18.0,46.5
120.0,49.5
152.0,50.5
158.5,48.0
236.5,50.5
300.0,46.5
206.5,50.5
251.0,49.5
137.5,50.0
175.0,55.0
190.5,48.5
308.5,48.5
128.0,51.5
277.0,55.0
287.0,54.5
336.5,53.0
66.0,50.5
212.5,55.0
329.5,53.5
53.0,52.5
301.0,57.5
352.0,55.0
6.0,54.0
24.0,53.5
104.5,53.5
381.0,56.0
217.0,57.0
242.5,55.0
361.0,59.0
408.0,57.0
144.0,56.5
184.5,60.0
264.0,58.0
392.5,55.0
162.0,59.0
228.0,60.5
256.5,63.0
43.5,56.5
112.0,62.5
311.5,58.5
350.0,63.0
417.0,62.0
430.0,63.5
11.5,64.0
63.5,65.5
82.0,64.5
145.0,68.0
189.0,63.0
28.0,63.0
101.0,64.0
213.5,64.0
396.5,65.0
46.0,64.5
127.0,64.5
276.0,64.5
437.5,67.0
158.0,68.0
248.5,70.0
264.0,68.0
36.0,68.0
69.0,71.0
175.5,72.5
291.5,69.0
314.5,68.5
374.0,68.5
389.0,66.5
279.5,69.5
361.5,67.5
54.5,71.5
91.5,70.5
8.5,72.5
348.0,71.0
408.5,71.5
44.5,70.0
74.5,72.5
184.5,75.5
192.5,72.0
203.5,71.0
230.0,73.0
331.5,70.5
14.0,73.5
220.0,74.5
240.0,74.0
402.5,75.0
429.5,76.5
441.0,77.0
37.0,77.5
155.0,77.5
319.0,78.0
322.0,77.5
137.0,77.5
274.0,77.0
61.5,80.5
265.5,78.0
286.0,83.5
380.0,80.0
388.5,80.5
419.0,79.0
338.5,80.5
73.5,83.0
159.5,79.0
402.5,82.0
187.5,85.0
253.5,89.0
315.5,85.0
23.0,81.5
175.5,85.5
206.0,87.0
437.5,88.5
354.0,87.0
9.0,90.0
56.0,91.0
116.5,84.0
154.0,89.5
293.0,90.0
328.5,91.5
263.5,88.0
274.5,89.0
404.5,88.0
195.5,86.5
304.5,90.5
420.5,89.5
82.0,92.5
137.5,90.0
161.0,91.5
187.0,91.5
342.0,92.5
130.0,92.5
147.5,91.0
203.0,93.5
372.0,90.5
39.0,85.0
215.0,92.5
244.0,94.5
172.5,97.5
284.5,98.5
314.0,102.0
440.5,98.5
13.0,97.5
251.0,97.5
300.0,101.5
410.5,97.0
27.0,99.5
120.5,95.5
225.5,103.5
381.0,99.5
425.0,99.0
393.0,98.0
179.5,102.5
195.5,103.5
355.0,104.5
76.0,101.0
210.0,104.0
228.5,103.0
265.0,102.5
368.5,105.0
43.5,103.5
345.5,105.5
85.0,104.0
145.0,107.5
239.0,105.5
425.0,107.0
33.5,108.5
59.0,109.0
270.5,110.5
23.5,107.5
441.5,108.5
365.0,111.5
388.0,110.5
10.0,111.0
130.5,110.5
161.5,114.0
164.5,109.5
65.5,112.0
201.5,111.0
243.5,112.5
259.5,113.5
281.0,108.5
374.0,115.0
75.5,115.5
125.0,112.5
188.0,111.5
337.0,110.0
41.5,120.0
145.5,114.0
250.5,117.5
306.0,114.0
412.5,112.5
435.5,110.5
88.0,114.0
20.5,119.5
180.0,115.0
209.0,113.5
362.5,114.5
220.5,122.5
84.0,120.5
129.0,122.5
417.0,119.0
161.0,124.0
316.0,116.5
242.5,120.0
235.0,123.0
344.0,120.5
118.5,117.5
257.0,122.0
331.0,122.5
136.5,124.5
364.0,121.5
21.5,125.5
35.0,123.0
75.5,124.0
431.0,125.5
132.0,123.0
165.0,124.0
180.0,127.5
299.5,120.5
410.5,124.0
148.5,127.0
393.5,122.0
12.0,126.5
192.0,128.0
204.0,129.0
286.0,126.0
419.5,126.0
326.5,123.5
87.5,130.0
260.0,129.0
350.0,131.5
312.0,130.0
284.5,132.5
361.0,134.5
377.5,130.0
442.5,135.0
79.0,132.5
234.5,132.5
368.0,132.0
61.5,130.0
385.0,133.0
26.5,135.5
40.5,136.0
156.5,135.0
187.0,135.0
356.5,133.0
166.0,138.0
121.0,136.5
207.5,137.0
416.0,134.5
316.0,139.0
146.0,138.0
259.5,140.5
299.5,139.5
341.0,138.5
435.5,137.0
53.5,140.0
86.0,143.0
235.5,143.0
129.5,141.0
283.5,144.5
270.5,144.0
201.5,145.5
311.0,143.0
325.0,142.5
73.5,148.5
357.0,144.0
168.0,145.0
206.5,147.0
34.0,148.0
118.5,144.5
257.0,147.0
333.5,145.5
15.0,144.0
186.5,143.5
190.5,151.5
289.5,146.5
363.0,149.5
406.5,147.0
225.0,146.0
390.5,147.5
61.0,151.0
233.5,148.5
376.5,149.0
413.5,151.5
47.5,149.5
322.0,151.0
304.5,151.0
432.5,152.5
65.5,153.5
113.5,155.0
256.0,153.0
349.0,153.5
376.5,157.5
322.0,155.0
11.0,156.5
160.0,151.5
219.0,155.5
398.0,155.5
185.0,157.0
38.0,160.5
51.0,158.0
228.0,159.0
242.5,158.0
293.0,152.5
364.5,162.5
24.0,160.5
62.5,162.0
259.0,162.5
339.0,160.5
79.0,159.5
140.0,163.0
162.0,163.0
310.0,164.0
239.0,163.0
7.5,160.0
110.5,165.5
387.5,164.5
286.5,160.5
296.5,167.5
415.5,165.5
331.5,165.5
212.0,169.5
324.0,166.0
403.0,169.0
45.0,166.0
172.0,164.5
350.0,162.5
54.5,169.5
75.5,170.0
129.5,163.0
227.5,168.0
434.5,167.0
423.5,170.0
66.5,173.5
247.0,172.0
153.0,170.5
193.5,174.0
308.0,174.0
408.5,173.0
228.5,177.0
257.0,176.0
279.5,173.0
390.0,171.5
10.5,173.5
23.5,173.5
56.0,178.5
360.0,174.0
184.5,173.5
205.5,176.0
379.0,175.5
32.0,175.5
125.0,177.0
142.5,177.0
296.5,178.0
44.0,179.0
438.5,183.5
232.5,181.5
333.0,178.0
5.5,176.0
113.5,178.0
175.0,181.5
283.5,183.5
319.0,179.0
399.0,182.0
161.0,184.0
248.5,180.5
290.5,179.5
304.5,180.5
350.0,177.5
210.5,180.5
389.5,181.5
402.5,182.0
125.5,182.0
199.5,184.0
71.0,185.0
153.5,186.5
194.0,179.0
426.0,185.0
370.0,181.0
417.0,185.0
32.5,186.0
64.0,188.0
271.0,186.5
143.5,188.5
152.5,192.0
344.5,186.5
41.5,189.0
216.5,188.5
329.5,186.5
248.5,190.5
170.5,189.5
403.5,192.5
236.5,191.0
256.0,189.0
6.0,191.5
14.0,191.0
50.0,190.5
128.5,193.0
210.5,195.0
352.5,194.5
388.5,193.5
139.5,195.0
325.0,195.5
26.0,202.0
167.0,199.5
265.0,196.0
419.5,196.0
70.5,199.5
118.5,196.0
254.5,200.0
10.0,200.5
156.0,199.5
377.0,202.5
398.0,203.0
438.0,199.5
338.0,202.0
366.5,198.5
38.5,205.0
198.5,200.0
271.0,200.5
126.5,203.5
143.0,206.5
160.0,204.0
413.0,205.5
225.0,202.0
313.5,203.0
345.5,206.5
353.0,207.5
183.5,208.0
47.0,208.0
173.0,211.5
240.5,207.5
202.0,211.5
212.5,209.0
254.0,214.5
426.0,207.5
266.5,211.0
339.5,212.0
59.0,208.0
230.5,209.5
363.0,214.5
382.5,207.5
296.5,212.5
423.0,214.5
433.5,212.0
439.0,217.0
129.0,216.0
280.0,217.5
305.5,215.5
314.5,217.0
61.5,215.0
141.5,217.0
152.0,215.0
230.5,218.0
273.0,215.5
72.5,218.5
336.5,218.5
388.0,215.5
47.5,218.5
166.0,220.0
235.5,221.5
293.5,223.0
406.5,216.0
32.5,217.5
257.5,222.5
52.5,224.5
330.0,218.5
367.5,221.5
440.0,220.0
66.0,222.0
114.0,218.5
149.0,225.0
224.5,218.0
382.0,228.0
33.5,227.5
131.0,224.0
197.0,226.0
276.0,225.5
182.0,226.5
367.0,228.0
63.5,231.5
191.0,224.0
420.5,229.0
77.0,232.0
80.0,227.0
281.0,227.5
308.0,225.5
320.5,232.0
332.0,230.0
19.5,228.5
213.0,226.5
298.0,227.0
357.0,232.0
42.0,233.5
338.0,227.0
54.5,234.0
131.5,234.0
169.5,233.0
379.5,234.5
401.5,234.0
178.0,237.5
205.0,234.5
118.5,235.5
431.0,235.5
192.0,239.5
389.0,240.0
146.5,244.0
229.5,236.0
158.5,239.5
14.0,237.0
111.0,241.0
341.5,241.5
419.5,243.5
172.5,243.0
298.5,239.5
380.5,240.0
212.0,242.0
320.0,243.5
33.5,241.0
83.5,243.5
69.0,246.0
308.0,243.5
355.0,245.5
121.5,246.0
270.0,243.5
286.5,247.0
407.0,246.0
424.5,250.0
157.0,248.0
63.5,251.0
170.5,250.5
187.0,248.5
226.0,247.0
330.0,249.0
341.0,249.5
374.5,251.5
300.0,250.5
24.0,251.5
201.0,252.5
382.5,250.5
21.5,253.0
36.0,256.0
105.5,253.5
222.0,255.0
13.5,254.5
164.0,255.5
324.0,256.0
46.0,255.0
79.5,252.5
334.0,257.5
351.0,257.0
391.5,252.5
434.5,255.5
52.5,256.5
121.0,256.5
172.0,255.0
237.5,253.5
249.0,250.5
272.0,256.0
360.0,254.0
340.0,259.5
208.0,258.0
303.5,261.5
407.5,261.5
31.0,264.0
367.5,258.0
438.0,263.0
11.0,262.5
23.0,262.5
385.0,261.5
66.5,262.5
95.5,258.5
206.0,267.0
222.0,265.0
332.0,262.5
90.5,264.5
171.0,268.0
181.5,266.0
122.5,267.0
260.5,264.5
278.5,265.0
319.0,263.0
415.5,266.0
133.0,261.0
362.5,267.0
109.0,269.0
141.0,264.0
395.0,267.5
220.0,268.5
65.5,267.5
48.5,269.0
177.0,269.5
193.5,269.5
383.5,273.0
352.0,270.5
44.5,269.5
157.0,277.0
239.0,273.0
299.0,275.0
374.5,273.5
13.5,272.5
108.5,275.0
199.5,274.5
414.0,275.0
422.5,273.0
433.0,275.5
442.0,279.5
122.5,275.5
186.0,279.0
133.0,280.0
275.5,277.0
63.0,277.0
72.5,274.5
406.0,278.0
168.5,280.0
221.0,278.5
254.0,280.0
21.5,282.5
421.0,287.0
8.5,284.5
115.0,283.0
316.5,282.5
389.5,283.0
175.5,284.0
246.0,284.5
203.5,285.0
31.5,286.0
134.5,286.5
282.0,288.5
123.0,292.0
188.5,288.0
235.0,286.5
10.5,289.5
47.0,292.5
94.0,286.0
333.0,288.5
109.0,296.0
217.5,291.5
267.5,289.0
433.5,293.0
37.5,292.5
240.5,293.5
67.5,294.0
400.0,288.0
20.5,294.0
150.5,293.0
299.0,291.0
340.5,296.0
414.0,296.0
173.5,290.5
246.0,303.0
199.0,297.5
210.0,299.5
291.0,302.5
306.0,301.0
391.0,297.5
137.0,295.5
226.0,296.0
33.0,300.0
115.0,300.5
156.0,305.0
187.5,301.0
169.0,302.0
179.0,300.0
259.0,304.0
412.5,303.0
20.0,300.5
280.0,303.0
348.0,304.0
88.5,306.5
130.0,306.5
406.0,305.0
14.5,303.5
299.0,303.5
101.0,309.0
225.0,305.5
55.0,307.5
204.0,309.5
116.5,306.0
269.0,310.5
186.0,312.0
422.5,310.5
139.0,308.5
217.0,309.0
371.0,315.0
415.5,310.5
45.5,312.0
226.0,316.0
309.5,313.5
338.0,310.0
14.0,317.0
59.5,309.5
90.0,314.0
199.0,315.5
327.0,313.0
355.5,317.0
444.0,316.0
143.5,315.5
316.5,314.5
155.5,316.0
281.0,318.0
289.0,316.0
111.0,320.5
58.5,320.5
123.0,319.5
138.5,322.5
170.0,322.5
181.0,320.0
422.0,322.0
29.5,323.5
206.0,325.0
241.0,322.5
303.5,318.0
155.0,325.5
342.5,322.5
85.5,323.0
195.0,327.0
220.5,326.0
335.5,326.0
354.5,327.0
392.0,322.0
411.5,321.5
325.0,326.5
52.0,325.0
226.0,324.5
432.5,328.0
376.0,327.5
39.0,326.5
83.5,330.0
158.0,327.0
370.0,326.0
25.5,329.0
141.0,328.5
205.5,330.0
267.5,325.0
397.5,328.5
59.5,329.5
277.5,332.0
254.0,332.5
390.0,330.5
8.0,332.0
13.0,333.0
42.0,334.5
97.0,329.0
293.0,330.0
410.0,333.5
164.5,334.0
189.0,330.0
338.5,332.5
374.5,334.0
312.5,334.0
240.0,335.0
325.5,339.5
115.0,335.0
170.0,336.5
382.0,332.5
65.5,334.0
386.5,338.0
189.0,343.5
228.5,341.0
60.0,339.5
307.5,338.0
112.0,340.5
141.0,341.0
240.0,340.5
255.0,340.5
151.5,339.0
178.0,340.0
18.0,340.0
294.5,346.0
49.5,345.5
219.0,343.0
406.5,341.5
415.5,344.0
198.5,340.5
68.5,341.0
126.0,342.0
34.0,349.0
158.5,346.0
353.0,344.5
136.5,345.0
105.5,349.0
363.0,348.5
