length LML
0.790569415042 -38.4733348283
1.78687903754 -39.7946634775
4.03878095212 -54.0765688025
9.12862663703 -85.2509203691
20.6329150469 -100.565450974
46.63540314 -101.515305685
105.407346518 -67.4612458477
238.246223941 -59.8465920335
538.494375361 -55.4378640614
1217.12817731 -52.9635313336
