length LML
1.45773797371 -6.77691653468
3.08697899819 -7.55018313272
6.53714145279 -10.4686977506
13.8433783964 -11.4698561077
29.3154319531 -12.0561344052
62.0798280583 -13.5694900681
131.463355475 -14.1979130145
278.393390788 -14.4804420669
589.539798027 -9.95502575318
1248.43902534 -7.03314980559
