length LML
1.45773797371 -279.846067883
3.08697899819 -279.950386875
6.53714145279 -288.708348015
13.8433783964 -298.972950532
29.3154319531 -296.617270294
62.0798280583 -291.792904381
131.463355475 -289.363775209
278.393390788 -283.752217524
589.539798027 -277.05386647
1248.43902534 -279.845956825
