length LML
1.45773797371 -503.006720232
3.08697899819 -504.813104108
6.53714145279 -523.801329342
13.8433783964 -538.973104001
29.3154319531 -541.537110842
62.0798280583 -538.619494856
131.463355475 -532.952750226
278.393390788 -528.212544944
589.539798027 -526.804724164
1248.43902534 -524.336808907
