length LML
1.45773797371 -59.8058500936
3.08697899819 -60.3835546825
6.53714145279 -79.8197111005
13.8433783964 -126.903897995
29.3154319531 -141.33531566
62.0798280583 -132.760576839
131.463355475 -108.969216636
278.393390788 -94.3384781947
589.539798027 -90.1024577098
1248.43902534 -86.8842174955
