length LML
1.45773797371 -88.4579487917
3.08697899819 -93.6203161087
6.53714145279 -120.539339674
13.8433783964 -147.915228432
29.3154319531 -150.326904767
62.0798280583 -136.852013315
131.463355475 -117.777213304
278.393390788 -115.029570296
589.539798027 -111.171264039
1248.43902534 -108.056701967
