length LML
1.45773797371 -126.512149426
3.08697899819 -130.543455891
6.53714145279 -139.356556384
13.8433783964 -145.530963735
29.3154319531 -145.983744382
62.0798280583 -148.585604382
131.463355475 -148.064921616
278.393390788 -147.162861679
589.539798027 -145.518581217
1248.43902534 -142.994900363
