CD20 CD3 CD44 CD68 CarbonicAnhydraseIX CleavedCaspase3 Creb Cytokeratin7 Cytokeratin8-18 E-cadherin ERa EpCAM Erk12 Fibronectin GATA3 Her2 HistoneH3 Ki-67 PRAB S6 SMA Slug Twist Vimentin b-catenin c-Myc
-0.40217859088 -0.0981067320526 -1.48540733559 0.152119967557 -2.16742774502 -5.808217904 0.482353769084 -4.33533778321 -5.4749661371 -5.34390827403 -2.17811915695 -3.29670992887 -1.8974120759 -0.110693917016 0.612976041815 -0.959224945377 -2.84979707469 -2.75530949657 -1.61051956832 -1.68058798423 -0.573475018041 -2.38289065596 0.221305401387 -1.23907986342 -4.26678239492 -0.093939193583
-0.37801400333 -0.0858667390802 -1.48334552724 0.154546977648 -2.13861957182 -5.63663115618 0.528382283565 -4.22151204744 -5.58345871566 -5.19053006453 -2.08430862674 -3.22361540751 -1.87919293714 -1.74480008544 0.620540447418 -0.913215021782 -2.77240121554 -2.70344673498 -1.60355131233 -1.6708718993 -0.542592806393 -2.34563280949 0.221019209894 -1.2466781244 -4.15564515263 -0.0818626363419
-0.588951466269 -0.192712058028 -1.50134346004 0.133361126651 -2.39009181209 -4.89574864657 0.69392369603 -3.5682796174 -6.24648425642 -4.29070162338 -2.90319929467 -2.2148321528 -0.391391616904 1.80027163245 0.554509255152 -0.722987367491 -3.52113982882 -3.15616703605 -1.6643785967 -1.7556855258 -0.812169738403 -1.0240241335 0.223517432024 0.46648838326 -2.88708695616 -0.187281292474
-0.361346382635 -0.0774241550817 -1.4819233867 0.156221017544 -2.11874901939 -5.51827851212 0.88350247125 -4.14300029195 -5.99543276271 -2.84603967216 -2.01960243916 -3.17319816971 -0.219786428375 2.02298314611 0.62575802637 -0.881479493372 -3.67755562396 -2.66767418821 -1.59874492996 -1.66417019096 0.0705656975204 -0.673094276101 0.22082180817 1.35606414123 -2.43214801115 -0.0735327827914
-0.367114701296 -0.0803459587219 -1.48241556012 0.155641666973 -2.12562580645 -5.55923791345 0.549143187532 -2.52333180097 -7.70452644579 -3.47450989606 -2.55895884075 -3.19064653255 -1.87097529652 2.97988489636 0.623952330249 -0.892462503129 -5.14831155729 -2.68005432649 -1.60040831945 -1.66648951355 -0.528663557589 -0.681988081164 0.220890124823 1.62696746712 -2.45867753612 -0.0764155727561
-0.358375104343 -0.0759191252381 -1.48166986669 0.156519442766 -2.11520676569 -5.4971802013 0.56579030241 -4.12900427661 -5.9633655926 -3.41903765886 -2.00806749401 -3.16421046553 -1.86438598771 2.75420263621 0.626688145873 -0.87582211201 -4.39760204627 -2.66129714174 -1.59788811303 -1.66297550091 -0.517494400148 -0.668513050362 0.220786618057 1.35512985887 -2.41848257305 -0.0720478490094
-0.43410297816 -0.114277265696 -1.48813123759 0.148913589217 -2.20548687912 -4.38806528161 0.874318356192 -2.83887577153 -8.42748951346 -3.30784256152 -2.30205438618 -1.74643698164 -0.274642010212 3.27582248661 0.602982533194 -0.428152328735 -5.22163227244 -2.82382657277 -1.61972549009 -1.69342412543 -0.6142742116 -0.785273060884 0.22168349549 2.6231476518 -2.17491117805 -0.109893808558
-0.353802509937 -0.073602987076 -1.48127971672 0.156978698805 -2.10975547912 -5.46471134158 0.964664668475 -4.1074653647 -3.90463021678 -2.79815697254 -1.99031600105 -3.15037900249 -0.214098648137 -0.0852019664573 0.628119536278 -0.275258413205 -3.52264762408 -2.65148330266 -1.59656953027 -1.66113695451 -0.511650649332 -0.661462856767 0.220732462876 -1.25429113436 -2.39745239691 -0.0697626373139
-0.25339913363 -1.66958584702 -1.47271294439 0.167062877028 -1.99005809763 -4.75177184798 0.765747697841 -3.63452171694 -6.47726461 -4.39957075054 -3.24737491584 -2.84667273319 -1.78523827731 1.19793891482 0.659549489747 -0.675945479236 -3.4300101988 -2.4359945691 -1.56761656651 -1.62076681665 -0.383335679715 -2.1534970375 0.219543342968 0.952835404039 -3.58251917073 -0.0195847843435
-0.300235166228 -0.0464697322997 -1.47670916088 0.162358823067 -2.04589437194 -5.08434290874 0.67653479486 -3.85513983675 -6.98273696112 -3.05001006466 -3.42919937453 -2.98834522721 -1.82055078473 2.2336154095 0.644888087119 -0.765122349186 -4.4205642216 -2.53651546512 -1.58112250629 -1.63959862453 -0.443191875002 -2.22571054863 0.220098042031 0.967562425483 -2.15108664189 -0.0429916820381
-2.23888764517 -0.194280462136 -1.50160765535 0.133050135247 -2.39378322411 -5.50959274682 1.25202497586 -5.22970476639 -6.71982660536 -4.90221252406 -2.91521995688 -3.87103809913 -2.04056595988 -0.210746214113 0.553539969888 -1.32074034681 -3.45177588588 -3.16281260918 -1.66527149274 -1.75693052223 -0.816126912866 -2.67563805201 0.223554103933 -1.17937777842 -3.49318519797 -0.188828754309
-0.492535453961 -0.143874836592 -1.49311690376 0.143044827413 -2.27514802603 -4.80297981178 0.633614569921 -3.11411819135 -4.72174098029 -2.50515972514 -2.52889796565 -3.57002689093 -0.318697774986 1.0719251672 0.584691016882 -0.170123053775 -3.46521331606 -2.94923610253 -1.63657545487 -1.71691862521 -0.68895059832 -0.875366393039 0.222375536164 -1.21066824556 -2.44365254213 -0.139096174925
-0.510659681753 -0.153055230023 -1.49466332719 0.141224490787 -2.29675509431 -4.93167546186 1.12425694556 -4.84633098601 -5.59749272094 -3.79376561309 -2.59925891906 -3.62485016291 -1.97920250762 -0.167858419621 0.579017466279 -0.573918031367 -3.27788866409 -2.98813486308 -1.64180187384 -1.72420600539 -0.712113263003 -0.90331099152 0.222590189106 -1.20496930232 -3.11886646919 -0.148153986234
-0.397652902318 -0.0958143529223 -1.48502118779 0.15257451253 -2.16203237795 -5.77608211106 0.665674792931 -4.31401981826 -8.03410637419 -5.31518268511 -2.16054975947 -3.2830203495 -1.89399988657 2.98231952966 0.614392748964 -0.950607931554 -3.86836988457 -2.74559632822 -1.60921451164 -1.6787682977 -0.567691212639 -0.72907299842 0.221251801732 1.36748028526 -2.59912816202 -0.0916774236745
-0.505232007769 -0.150305971783 -1.49420021878 0.14176962815 -2.29028441188 -4.89313489396 0.853391855791 -3.17392449163 -5.17916979531 -3.39002887851 -2.57818787974 -3.6084322029 -1.97511025712 0.426859087975 0.580716528074 -0.194297580628 -3.32392365338 -2.97648582661 -1.64023671484 -1.72202364903 -0.70517672513 -0.894942404901 0.222525906854 -1.20667596846 -3.09390362977 -0.14544143774
-0.479957427983 -0.137503738833 -1.49204370195 0.144308122137 -2.26015294489 -4.71366636634 0.657573093926 -4.7017099939 -5.51010385338 -4.1907487037 -2.48006819425 -3.53198010918 -1.95605422832 -1.79851954121 0.588628402115 -1.10731761797 -3.09423857581 -2.92224076643 -1.63294837435 -1.711861259 -0.672875949432 -2.50281291682 0.222226569251 -1.21462325302 -4.62450112057 -0.132810147887
-0.47929938092 -0.137170420857 -1.49198755504 0.144374214176 -2.25936844428 -4.70899373722 1.18399179756 -4.69861030552 -6.67656919289 -3.59471455206 -2.47751355748 -3.5299896082 -0.825681230763 2.45237870731 0.588834395074 -1.10606468142 -3.50574098404 -2.92082844612 -1.63275861567 -1.71159667178 -0.67203496886 -0.854958530654 0.222218775719 2.32683629745 -2.38277748463 -0.132481280572
-0.349083176484 -0.0712125217649 -1.48087704644 0.157452692822 -2.1041292554 -5.43120052426 0.583489492811 -2.43839546285 -7.50992334354 -3.36005965004 -1.97199484525 -3.13610367422 -0.21054045825 2.60681924643 0.629596861406 -0.8581300703 -4.47119278453 -2.64135452785 -1.59520863291 -1.65923940734 -0.505619366811 -0.654186415534 0.220676569802 1.35220812504 -2.37574734177 -0.0674040909303
-0.483845053621 -0.139472922474 -1.49237540797 0.143917662063 -2.26478763574 -4.74127143258 0.779570045841 -3.07318261938 -5.02689533318 -2.98519140058 -2.49516053636 -3.54373963682 -1.95898534356 0.4381290207 0.587411432154 -0.522862370307 -3.28637522155 -2.93058450502 -1.6340694351 -1.71342439352 -0.677844313884 -0.861967215378 0.222272612055 -1.21340083637 -2.99554121824 -0.134753037806
-0.380617138069 -0.087185294625 -1.48356763593 0.15428552753 -2.14172293769 -5.65511537086 0.523423853186 -2.58693416113 -7.85024990021 -3.5602129759 -2.09441438375 -3.23148952857 -0.234315812194 2.85376409133 0.619725570402 -0.918171449454 -4.49095665506 -2.70903366072 -1.60430196902 -1.67191856638 -0.545919598451 -1.21976956179 0.221050039927 2.16640479471 -2.52077764786 -0.0831635857419
-0.623388176766 -1.85699493391 -1.50428172237 0.129902418998 -2.43114604976 -5.14027519385 0.7311031162 -3.13863415259 -6.53289801161 -4.50927936595 -3.03688773705 -3.96583820458 -2.06419531328 -0.227261107177 0.543729296864 -0.788555646509 -3.56598436089 -3.23007613559 -1.67430898817 -1.76953182063 -0.856179667388 -2.7239597006 0.22392528064 -1.16952319659 -3.04546752154 -0.204491472646
-0.414975638899 -0.10458877018 -1.48649922514 0.150834674993 -2.18268393654 -4.25224678558 1.12808566339 -2.74877766991 -4.95746687607 -2.81715089232 -2.22779920455 -1.68857943678 -0.260220756488 2.45594808914 0.608970094619 -0.391733440303 -3.99710682387 -2.78277490433 -1.61420980744 -1.6857334147 -0.589829575908 -0.755781828385 0.221456962272 1.00364117315 -2.08694113786 -0.100334679647
-0.320984057452 -0.0569795861198 -1.4784795299 0.160274874054 -2.07063047186 -5.23167564342 0.637012471617 -3.95287615463 -7.2066669195 -3.18170806192 -1.86290987745 -3.05110774155 -1.83619462419 2.30122342134 0.638392920226 -0.804628709389 -4.37725301194 -2.58104735694 -1.5871057901 -1.64794132803 -0.469708845297 -0.610862164258 0.220343779979 1.6124622466 -3.89335427348 -0.053361201983
-0.474608719516 -0.134794478685 -1.49158733117 0.144845328469 -2.25377640237 -4.67568651301 0.519089963415 -3.02967546151 -4.84867157303 -3.19565580629 -2.45930371084 -3.5158010089 -1.95202151468 0.442996140313 0.590302744796 -0.505276180367 -3.25559606181 -2.91076120811 -1.63140598636 -1.70971065306 -0.666040329061 -0.847726297036 0.22216322222 -1.21630508942 -2.95306167253 -0.130137063406
-0.383174998596 -0.0884809176028 -1.48378588167 0.154028624601 -2.14477232924 -4.02643831949 0.693252188977 -2.59898279867 -3.94042565207 -2.61530489513 -2.10434437952 -3.23922670143 -1.88308412248 -0.100679905432 0.618924865881 -0.331184298811 -3.4906289216 -2.7145234176 -1.60503957014 -1.67294702962 -0.549188530313 -0.70675043599 0.221080333757 -1.24505531214 -1.94068432884 -0.0844419087841
-0.320984057452 -0.0569795861198 -1.4784795299 0.160274874054 -2.07063047186 -5.23167564342 0.637012471617 -3.95287615463 -7.2066669195 -4.82854784702 -3.50974966255 -3.05110774155 -1.83619462419 2.50547729243 0.638392920226 -0.804628709389 -4.37725301194 -2.58104735694 -1.5871057901 -1.64794132803 -0.469708845297 -0.610862164258 0.220343779979 0.974086662253 -2.24651448838 -0.053361201983
-0.430471354803 -0.112437753878 -1.4878213746 0.149278337282 -2.2011573852 -4.36227802412 0.428461937028 -2.22991186805 -4.10831058874 -3.28479181063 -2.28795588307 -3.38229161044 -1.91874369561 1.63982171878 0.604119365015 -1.01309501056 -3.52432004559 -2.81603227394 -1.61867825181 -1.69196392418 -0.609633016673 -0.779673690928 0.221640484629 0.416656237566 -2.41097504724 -0.108078859005
-0.317061871063 -0.0549928965586 -1.47814487504 0.160668805294 -2.0659545789 -5.20382516985 0.644483421105 -3.93440094785 -7.16433718606 -3.15681304046 -1.84768336535 -3.03924367244 -1.83323745152 2.13950814027 0.639620708974 -0.797160777412 -4.33457387711 -2.57262944304 -1.58597476319 -1.64636429734 -0.464696312394 -0.604814793575 0.220297327856 1.61122896274 -2.22847565457 -0.0514010398931
-0.291040092685 -0.0418121880602 -1.47592460458 0.163282345401 -2.03493232797 -5.0190509702 0.694049497929 -3.81182703411 -6.88350021572 -4.63848659761 -3.39350272866 -2.96053140675 -0.166778279571 2.06003129951 0.647766483685 -0.747614720293 -4.32050834852 -2.51678072286 -1.57847095571 -1.63590147409 -0.431440620954 -2.21153324733 0.219989140862 0.964671146318 -2.10879686086 -0.0383963281242
-0.427687550434 -0.11102768446 -1.48758385053 0.149557933252 -2.19783863134 -4.34251091917 0.886538411982 -2.80865631177 -3.73747189868 -2.41692696376 -2.27714873963 -3.37387098884 -1.91664481774 -0.124135955377 0.604990798278 -0.415937208617 -3.79463623715 -1.6801807334 -1.61787549606 -1.69084461355 -0.606075329809 -0.775381519354 0.221607514849 -1.23105888099 -2.14540548323 -0.10668761768
-0.313032214247 -0.0529517704269 -1.47780105042 0.161073530504 -2.06115056347 -5.17521157541 0.826859607622 -3.91541950854 -7.12084759071 -3.13123587942 -3.47887942213 -3.02705452021 -0.18335946531 1.94566827876 0.640882139923 -0.7894882193 -3.75553365617 -2.56398087288 -1.58481274542 -1.64474405501 -0.459546432869 -2.24544150615 0.220249602916 0.971586301763 -2.20994254511 -0.0493871681023
-0.83402479994 -0.0549928965586 -1.47814487504 0.160668805294 -2.0659545789 -5.20382516985 0.967855257243 -3.93440094785 -7.16433718606 -3.15681304046 -1.84768336535 -3.03924367244 -1.83323745152 2.13950814027 0.639620708974 -0.797160777412 -3.87095752674 -2.57262944304 -1.58597476319 -1.64636429734 -0.464696312394 -2.25165457867 0.220297327856 0.972853378393 -3.87531543966 -0.0514010398931
-0.304625739233 -0.0486936718814 -1.47708378015 0.161917848647 -2.05112865899 -5.1155192796 0.668171666264 -3.87582134856 -7.03012170181 -4.72471782908 -3.44624423328 -3.00162610078 -1.8238611023 2.3098434962 0.643513676115 -0.773482099919 -3.9874307267 -2.54593864441 -1.58238860018 -1.64136398386 -0.448803003457 -0.585640309859 0.220150041455 0.377085612635 -3.81811945427 -0.0451859262439
-0.446150797493 -0.12037979998 -1.48915920029 0.147703546669 -2.21984986649 -4.47361386105 1.06870346885 -2.89562624978 -4.75083432313 -3.01502681285 -2.34882581636 -1.78287996192 -0.283725587234 1.63155937983 0.599211122162 -0.451091650411 -3.526653799 -2.84968396348 -1.62319967681 -1.69826830642 -0.629671259274 -0.803848830162 0.221826182941 1.3827298592 -2.82217862028 -0.115914858141
-0.40217859088 -0.0981067320526 -1.48540733559 0.152119967557 -2.16742774502 -5.808217904 0.935127675581 -4.33533778321 -8.08294933357 -2.4668355294 -2.17811915695 -1.64987014378 -0.250572290808 2.52245135637 0.612976041815 -0.959224945377 -4.28565196975 -2.75530949657 -1.61051956832 -1.68058798423 -0.573475018041 -0.736050870865 0.221305401387 2.69834979241 -2.61994260982 -0.093939193583
-0.380617138069 -0.087185294625 -1.48356763593 0.15428552753 -2.14172293769 -4.00827558576 0.698124381398 -2.58693416113 -4.09124973158 -2.59906956452 -2.09441438375 -3.23148952857 -1.88115559729 0.492525343599 0.619725570402 -0.326314074265 -3.51346856325 -1.06219387563 -1.60430196902 -1.67191856638 -0.545919598451 -0.702806632909 0.221050039927 0.400980184788 -2.52077764786 -0.0831635857419
-0.380617138069 -0.087185294625 -1.48356763593 0.15428552753 -2.14172293769 -4.00827558576 0.698124381398 -4.23377394623 -7.85024990021 -2.96835560071 -2.09441438375 -1.58464974348 -1.88115559729 2.47405342523 0.619725570402 -0.918171449454 -3.62323599159 -2.70903366072 -1.60430196902 -1.67191856638 -0.545919598451 -0.702806632909 0.221050039927 0.992837559977 -2.52077764786 -0.0831635857419
-0.304625739233 -0.0486936718814 -1.47708378015 0.161917848647 -2.05112865899 -5.1155192796 0.842872194476 -3.87582134856 -7.03012170181 -3.07787804398 -3.44624423328 -3.00162610078 -1.8238611023 1.83553859074 0.643513676115 -0.773482099919 -3.53465682021 -2.54593864441 -1.58238860018 -1.64136398386 -0.448803003457 -2.23248009496 0.220150041455 0.968942987824 -3.81811945427 -0.0451859262439
