length LML
1.95256241898 -19.8867777581
3.97359783349 -22.4514544974
8.08654288786 -39.4422022044
16.4566668841 -46.4457943018
33.4904406854 -50.7022708009
68.1553333489 -46.0693375976
138.700756659 -44.1330403309
282.265509571 -41.8149832184
574.429583607 -36.4801216204
1169.00342172 -28.7680951866
